SKN,Station.Name,Observer,Network,Island,ELEV.m.,LAT,LON,NCEI.id,NWS.id,NESDIS.id,SCAN.id,SMART_NODE_RF.id
450.3,Puohakamoa Gulch,EMI,STATE,MA,491,20.85012577,-156.1921908,NA,NA,NA,NA,NA
450.4,Oopuola Gulch 1,EMI,STATE,MA,419,20.86345804,-156.2038567,NA,NA,NA,NA,NA
450.5,Alo Gulch,EMI,STATE,MA,671,20.83679402,-156.2038573,NA,NA,NA,NA,NA
450.6,Oopuola Gulch 2,EMI,STATE,MA,549,20.85679216,-156.20719,NA,NA,NA,NA,NA
450.7,Oopuola Gulch 3,EMI,STATE,MA,610,20.85179275,-156.2105233,NA,NA,NA,NA,NA
450.8,Puohakamoa Gch 2,EMI,STATE,MA,588,20.84345997,-156.1971908,NA,NA,NA,NA,NA
451,Honomanu-USGS,USGS-EMI,STATE,MA,546,20.8329051,-156.1855249,NA,NA,NA,NA,NA
451.1,Honomanu Valley,EMI,STATE,MA,518,20.83846006,-156.1838582,NA,NA,NA,NA,NA
453,Kaanapali,PIONEER MILL,STATE,MA,3,20.92679169,-156.6938392,NA,NA,NA,NA,NA
453.1,KAANAPALI AIRPORT,AMFAC,COOP,MA,2,20.92929148,-156.6930057,USC00512307,NA,NA,NA,NA
454,Field D-7,PIONEER MILL,STATE,MA,27,20.91623663,-156.6871727,NA,NA,NA,NA,NA
455,Field D-4,PIONEER MILL,STATE,MA,12,20.94512315,-156.6855055,NA,NA,NA,NA,NA
456,Field C-7,PIONEER MILL,STATE,MA,99,20.92212,-156.68189,NA,NA,NA,NA,NA
457,PUUKOLI 457,PIONEER MILL,COOP,MA,110,20.92845677,-156.6771721,USC00518398,NA,NA,NA,NA
457.1,PUUKOLII 457.1,COOP,COOP,MA,128,20.93194,-156.67611,USC00518407,NA,NA,NA,NA
458,Kahana Camp,PIONEER MILL,STATE,MA,21,20.97317611,-156.675505,NA,NA,NA,NA,NA
458.1,Field 31C,PIONEER MILL,STATE,MA,107,20.9670647,-156.666616,NA,NA,NA,NA,NA
460,30 Lua,PIONEER MILL,STATE,MA,91,20.94734382,-156.6721716,NA,NA,NA,NA,NA
461,Field C-1,PIONEER MILL,STATE,MA,99,20.93678903,-156.6705052,NA,NA,NA,NA,NA
462,Field 32a,PIONEER MILL,STATE,MA,137,20.96012071,-156.6671717,NA,NA,NA,NA,NA
462.1,Field 24,MAUI PINE,STATE,MA,221,20.96678644,-156.6505053,NA,NA,NA,NA,NA
462.2,Field 33,PIONEER MILL,STATE,MA,207,20.96178692,-156.6538387,NA,NA,NA,NA,NA
462.3,Field 34 Makai,PIONEER MILL,STATE,MA,84,20.97511979,-156.666616,NA,NA,NA,NA,NA
462.4,KAPALUA W.MAUI AIRPORT 462.4,KAPALUA W.MAUI AIRPORT 462.4,NWS,MA,73,20.9625,-156.6753,USC00513317,NA,NA,NA,NA
463,Field B-8,PIONEER MILL,STATE,MA,206,20.91845724,-156.6621727,NA,NA,NA,NA,NA
464,Field B-2,PIONEER MILL,STATE,MA,252,20.93678898,-156.6538392,NA,NA,NA,NA,NA
465,Field 14,MAUI PINE,STATE,MA,221,20.95512079,-156.6555054,NA,NA,NA,NA,NA
465.1,Mahinahina,NWS,HydroNet-UaNet,MA,223.1136,20.9552002,-156.6562,NA,MABH1,190524C8,NA,NA
466,MAHINAHINA 466,PIONEER MILL,COOP,MA,257,20.94678808,-156.6555055,USC00515715,NA,NA,NA,NA
467,Field A-2,PIONEER MILL,STATE,MA,366,20.9217904,-156.6505064,NA,NA,NA,NA,NA
467.01,HORNER RESERVOIR 467.01,COOP,COOP,MA,391,20.922,-156.648,USC00512144,NA,NA,NA,NA
470,Field 34,MAUI PINE,STATE,MA,104,20.99178478,-156.6505049,NA,NA,NA,NA,NA
470.1,Napili Kai Bhclb,J C MILLAR,STATE,MA,8,20.96234279,-156.6666161,NA,NA,NA,NA,NA
471,Field 28,MAUI LAND&PINE,STATE,MA,229,20.97234145,-156.6471719,NA,NA,NA,NA,NA
472,PUU KUKUI MAKAI 472,PIONEER MILL,COOP,MA,762,20.92012364,-156.6288406,USC00518444,NA,NA,NA,NA
472.1,Honokowai Gulch,PIONEER MILL,STATE,MA,457,20.9301228,-156.6305069,NA,NA,NA,NA,NA
472.2,Honokowai Power,PIONEER MILL,STATE,MA,366,20.94678797,-156.6471725,NA,NA,NA,NA,NA
473,MAHANA 473,BALDWIN PKRS,COOP,MA,427,20.97011955,-156.62384,USC00515705,NA,NA,NA,NA
474,FIELD 46 474,MAUI PINE,COOP,MA,319,20.9951177,-156.6391163,USC00510541,NA,NA,NA,NA
474.2,FIELD 28 RESERVOIR 474.2,FIELD 28 RESERVOIR 474.2,COOP,MA,353,20.9671,-156.6374,USC00510530,NA,NA,NA,NA
475,MOKUPEA 475,BALDWIN PKRS,COOP,MA,427,20.97511918,-156.6188401,USC00516521,NA,NA,NA,NA
476,HONOKOWAI INTAKE 476,PIONEER MILL,COOP,MA,476,20.929688,-156.621838,USC00511892,NA,NA,NA,NA
477,HAELAAU 477,BALDWIN PKRS,COOP,MA,909,20.934207,-156.615867,USC00510790,NA,NA,NA,NA
477.1,Honokohau Ridge,PIONEER MILL,STATE,MA,701,20.95845371,-156.6005074,NA,NA,NA,NA,NA
480,HONOKOHAU 480,BALDWIN PKRS,COOP,MA,247,20.964795,-156.589066,USC00511882,NA,NA,NA,NA
481,NAKALALUA 481,MAUI LAND&PINE,COOP,MA,1357,20.91623468,-156.5924527,USC00516635,NA,NA,NA,NA
481.1,Puu Kukui Upp 1,PIONEER MILL,STATE,MA,1357,20.89512516,-156.5971751,NA,NA,NA,NA,NA
481.2,Puu Kukui Upp 2,PIONEER MILL,STATE,MA,1524,20.90512438,-156.5888419,NA,NA,NA,NA,NA
481.3,Eke,BALDWIN PKRS,STATE,MA,1402,20.92012316,-156.5738421,NA,NA,NA,NA,NA
481.4,Mount Eke,HONOLUA RANCH,STATE,MA,1372,20.91345705,-156.5805086,NA,NA,NA,NA,NA
482,WAIHEE VALLEY 482,WAILUKU SUGAR,COOP,MA,91,20.94012106,-156.5255102,USC00519315,NA,NA,NA,NA
482.1,Kahakuloa,LIBBY,STATE,MA,305,20.9787294,-156.5513422,NA,NA,NA,NA,NA
482.2,Maluhia,BOY SCOUTS OF AMER,STATE,MA,335,20.95373111,-156.5332876,NA,NA,NA,NA,NA
482.3,Kahakuloa Mauka,EDWARD CHANG,STATE,MA,198,20.98678422,-156.5457868,NA,NA,NA,NA,NA
482.4,KAHAKULOA MAUKA 482,NWS,COOP,MA,334,20.9539,-156.5342,USC00512450,NA,NA,NA,NA
482.5,Kahakuloa,Kahakuloa,HydroNet-UaNet,MA,335.28,20.9540997,-156.5342,NA,KHKH1,781001B6,NA,NA
483,WAIHEE 483,WAILUKU SUGAR,COOP,MA,66,20.9284552,-156.5138441,USC00519303,NA,NA,NA,NA
484,WAIEHU CAMP 484,WAILUKU SUGAR,COOP,MA,98,20.91623388,-156.5088444,USC00519275,NA,NA,NA,NA
485,HAMAKUAPOKO 485,HC&S,COOP,MA,98,20.91345401,-156.3455169,USC00511086,NA,NA,NA,NA
485.1,Field 105,HC&S,STATE,MA,41,20.92345262,-156.3588497,NA,NA,NA,NA,NA
485.2,Hamakuapoko,WW GOODALE,STATE,MA,244,20.88012468,-156.3305179,NA,NA,NA,NA,NA
485.5,F105,F105,HC&S,MA,54,20.92051345,-156.3613979,NA,NA,NA,NA,NA
485.6,F119,F119,HC&S,MA,320,20.88820671,-156.329644,NA,NA,NA,NA,NA
486,Field 230,MAUI LD & PINEAP CO,STATE,MA,91,20.92511881,-156.3405169,NA,NA,NA,NA,NA
486.2,Haiku,MRS LB ATWATER,STATE,MA,213,20.9067883,-156.3205179,NA,NA,NA,NA,NA
486.3,Haiku Old Camp,BD OF A&F,STATE,MA,165,20.91178758,-156.3221844,NA,NA,NA,NA,NA
486.4,Haiku Kuiaha,BOB MCGRATH,STATE,MA,160,20.9151205,-156.3155179,NA,NA,NA,NA,NA
486.5,Field 108,HC&S,HC&S,MA,67,20.92622969,-156.3427391,NA,NA,NA,NA,NA
486.6,F109,F109,HC&S,MA,108,20.92346429,-156.3401955,NA,NA,NA,NA,NA
486.7,HAIKU 3.2 SE,HAIKU 3.2 SE,CoCoRaHS,MA,416,20.92011989,-156.3071849,US1HIMI0001,NA,NA,NA,NA
487,Field 217,MAUI PINE,STATE,MA,91,20.92845141,-156.3221842,NA,NA,NA,NA,NA
487.2,Field 218,MAUI LAND&PINE,STATE,MA,61,20.93345036,-156.3271839,NA,NA,NA,NA,NA
488,Haiku Nursery,BD OF A&F,STATE,MA,137,20.92289706,-156.3205176,NA,NA,NA,NA,NA
488.1,Haiku 825,ISLAND PINE,STATE,MA,252,20.90012256,-156.3221846,NA,NA,NA,NA,NA
488.2,Field 6-Rd,ISLAND PINE,STATE,MA,274,20.90178911,-156.2860748,NA,NA,NA,NA,NA
488.3,Ulumalu,ISLAND PINE,STATE,MA,252,20.90512202,-156.2838526,NA,NA,NA,NA,NA
488.4,Kaupakalua,EAST MAUI IRRIG,STATE,MA,320,20.89678976,-156.2916301,NA,NA,NA,NA,NA
488.6,PEAHI 488.6,BERNARD KIPLINGER,COOP,MA,253,20.90734396,-156.2696865,USC00517952,NA,NA,NA,NA
489,Haiku,NWS,HydroNet-UaNet,MA,99.3648,20.9288998,-156.3225,USC00510822,AIKH1,50A30568,NA,NA
490,PAUWELA 490,LIBBY,COOP,MA,110,20.93011772,-156.3205175,USC00517857,NA,NA,NA,NA
490.2,Pauwela,ISLAND PINE,STATE,MA,110,20.93011772,-156.3205175,NA,NA,NA,NA,NA
490.3,Field 31,HC&S,HC&S,MA,320,20.89179021,-156.3121851,NA,NA,NA,NA,NA
490.6,Kuiaha Expt Sta,UH HAW AGR EXPT STA,STATE,MA,280,20.89845621,-156.3013521,NA,NA,NA,NA,NA
490.7,KUIAHA 490.7,COOP,COOP,MA,341,20.89306,-156.30306,USC00514806,NA,NA,NA,NA
491,Gage 26,LIBBY,STATE,MA,168,20.9201201,-156.2871856,NA,NA,NA,NA,NA
491.1,Field 7-06,ISLAND PINE,STATE,MA,159,20.92345276,-156.293852,NA,NA,NA,NA,NA
492,Kapalaalaea,HALEAKALA RANCH,STATE,MA,122,20.92011983,-156.2555202,NA,NA,NA,NA,NA
492.1,Field 30,HC&S,HC&S,MA,183,20.9184536,-156.2638533,NA,NA,NA,NA,NA
492.2,HALEHAKU 492.2,COOP,COOP,MA,210,20.91,-156.282,USC00511016,NA,NA,NA,NA
492.4,Field 4-06,ISLAND PINE,STATE,MA,198,20.91345422,-156.2971853,NA,NA,NA,NA,NA
492.5,Halehaku,PHIL SCOTT,STATE,MA,235,20.91456529,-156.2830191,NA,NA,NA,NA,NA
492.6,KAUPAKULUA RES,EMI,STATE,MA,195,20.9117878,-156.2921855,NA,NA,NA,NA,NA
493,HONOKOHUA 493,MAUI LAND&PINE CO,COOP,MA,38,21.00011804,-156.655505,USC00511887,NA,NA,NA,NA
494,HONOLUA FIELD 49 494,MAUI LAND&PINE CO,COOP,MA,61,21.010978,-156.633839,USC00511914,NA,NA,NA,NA
495,Field 65,MAUI PINE,STATE,MA,232,21.00178384,-156.6005067,NA,NA,NA,NA,NA
495.1,Honokohau Gulch,PIONEER MILL,STATE,MA,232,20.98011875,-156.5955073,NA,NA,NA,NA,NA
496,Field 62,MAUI PINE,STATE,MA,162,21.01178311,-156.6021733,NA,NA,NA,NA,NA
497,NAKALELE FIELD 60 497,MAUI LAND&PINE CO,COOP,MA,104,21.02511528,-156.6005068,USC00516645,NA,NA,NA,NA
499.11,LUA MAKIKA,RAWS,RAWS,KO,335.28,20.5625,-156.5630556,USR0000HLUA,HLUA,NA,NA,NA
499.12,KEALIALALO,RAWS,RAWS,KO,251.46,20.54361111,-156.6408333,USR0000HKLL,KLLH1,32792006,NA,NA
499.13,HAKIOAWA,RAWS,RAWS,KO,365.76,20.58027778,-156.5711111,USR0000HHAI,HKIH1,3279159C,NA,NA
499.6,KAHOOLAWE 499.6,COOP,COOP,KO,366,20.55694,-156.575,USC00512558,KRTH1,15DEF7B8,NA,NA
499.8,HONOKANAI'A,RAWS,RAWS,KO,21.336,20.50888889,-156.6816667,USR0000HHON,HKAH1,327945,NA,NA
499.9,KANELOA,RAWS,RAWS,KO,248.412,20.52222222,-156.5658333,USR0000HKAN,KAOH1,32793370,NA,NA
500,Kumakaipo,MOLOKAI RANCH,STATE,MO,12,21.12182194,-157.2971857,NA,NA,NA,NA,NA
500.1,Frears Flat,MOLOKAI RANCH,STATE,MO,123,21.10293276,-157.2566299,NA,NA,NA,NA,NA
500.2,Pokohola,MOLOKAI RANCH,STATE,MO,119,21.11015513,-157.2688519,NA,NA,NA,NA,NA
500.3,Kolo Makai,MOLOKAI RANCH,STATE,MO,6,21.09237588,-157.1738526,NA,NA,NA,NA,NA
500.4,Waikane,MOLOKAI RANCH,STATE,MO,6,21.09348693,-157.1505196,NA,NA,NA,NA,NA
500.5,Iloli,MOLOKAI RANCH,STATE,MO,9,21.11626217,-157.1032979,NA,NA,NA,NA,NA
501,Gage 31,LIBBY,STATE,MO,84,21.12515465,-157.2638512,NA,NA,NA,NA,NA
502,Gage 30,LIBBY,STATE,MO,76,21.14182081,-157.2591282,NA,NA,NA,NA,NA
502.1,Puukaae,MOLOKAI RANCH,STATE,MO,70,21.13848766,-157.2627396,NA,NA,NA,NA,NA
503,Gage 22,LIBBY,STATE,MO,149,21.11515457,-157.2516293,NA,NA,NA,NA,NA
503.1,Gage 21,LIBBY,STATE,MO,197,21.11793202,-157.2407958,NA,NA,NA,NA,NA
504,Gage 32,LIBBY,STATE,MO,134,21.10515467,-157.2471853,NA,NA,NA,NA,NA
505,Gage 14,LIBBY,STATE,MO,137,21.14432027,-157.2427392,NA,NA,NA,NA,NA
505.1,Gage 20,LIBBY,STATE,MO,177,21.13515358,-157.2327396,NA,NA,NA,NA,NA
505.2,Gage 28,LIBBY,STATE,MO,213,21.14015323,-157.2255172,NA,NA,NA,NA,NA
511,MAUNALOA 511,MOLOKAI RANCH CO,COOP,MO,314,21.13348648,-157.2121842,USC00516190,NA,NA,NA,NA
511.1,Gage 41,LIBBY,STATE,MO,262,21.12404264,-157.2269066,NA,NA,NA,NA,NA
511.2,Gage 1,LIBBY,STATE,MO,323,21.12182009,-157.2071845,NA,NA,NA,NA,NA
513,Gage 5,LIBBY,STATE,MO,338,21.16376297,-157.2107945,NA,NA,NA,NA,NA
513.1,F15,MOLOKAI RANCH,STATE,MO,171,21.15515249,-157.2221835,NA,NA,NA,NA,NA
513.3,Gage 2,LIBBY,STATE,MO,229,21.14820798,-157.2013505,NA,NA,NA,NA,NA
514,Gage 40,LIBBY,STATE,MO,349,21.135221,-157.20442,NA,NA,NA,NA,NA
517,Gage 27,LIBBY,STATE,MO,244,21.15376271,-157.1782951,NA,NA,NA,NA,NA
517.1,F32,MOLOKAI RANCH,STATE,MO,317,21.15181789,-157.1605176,NA,NA,NA,NA,NA
517.2,Gage 42,LIBBY,STATE,MO,320,21.1451521,-157.1838508,NA,NA,NA,NA,NA
518,Gage 33,LIBBY,STATE,MO,415,21.13459683,-157.1771844,NA,NA,NA,NA,NA
519,Puupili,MOLOKAI RANCH,STATE,MO,384,21.12598569,-157.1491295,NA,NA,NA,NA,NA
519.1,Kaihuloa,MOLOKAI RANCH,STATE,MO,218,21.11043155,-157.2105183,NA,NA,NA,NA,NA
519.2,Kakaako,MOLOKAI RANCH,STATE,MO,399,21.12681959,-157.1888511,NA,NA,NA,NA,NA
520,Mahana,MOLOKAI RANCH,STATE,MO,143,21.14348479,-157.1305186,NA,NA,NA,NA,NA
521,Pipika,CPC,STATE,MO,107,21.14681738,-157.1055182,NA,NA,NA,NA,NA
521.1,F329,DEL MONTE,STATE,MO,119,21.14404001,-157.1132964,NA,NA,NA,NA,NA
522,Gage 35,LIBBY,STATE,MO,122,21.15042903,-157.1207964,NA,NA,NA,NA,NA
523,Gage 26,LIBBY,STATE,MO,137,21.15848357,-157.105518,NA,NA,NA,NA,NA
524,MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT,ALOHA AIRLINES,NWS,MO,141,21.15514996,-157.0924625,USW00022534,PHMK,NA,NA,NA
524.1,Fld 82,PACIFIC PINEAPPLE,STATE,MO,166,21.16348296,-157.0913512,NA,NA,NA,NA,NA
525,Green Flat,CPC,STATE,MO,91,21.13570597,-157.0927412,NA,NA,NA,NA,NA
525.1,Field 328,CPC,STATE,MO,137,21.14209476,-157.0810743,NA,NA,NA,NA,NA
526,Field 315,CPC,STATE,MO,107,21.1351505,-157.0763527,NA,NA,NA,NA,NA
526.1,Field 315A,CPC,STATE,MO,137,21.13709486,-157.0663525,NA,NA,NA,NA,NA
527,Gage 24,LIBBY,STATE,MO,183,21.16014938,-157.070518,NA,NA,NA,NA,NA
527.1,Hoolehua-Hussey,HUSSEY BA JR,STATE,MO,256,21.16292665,-157.0469066,NA,NA,NA,NA,NA
527.2,Shop,PACIFIC PINEAPPLE,STATE,MO,262,21.162094,-157.043019,NA,NA,NA,NA,NA
527.3,Fld 4A,PACIFIC PINEAPPLE,STATE,MO,247,21.16820416,-157.0507954,NA,NA,NA,NA,NA
527.4,Fld 146,PACIFIC PINEAPPLE,STATE,MO,184,21.158761,-157.07024,NA,NA,NA,NA,NA
528,Field 322,CPC,STATE,MO,174,21.14265025,-157.0696855,NA,NA,NA,NA,NA
528.1,Block 2,CPC,STATE,MO,152,21.15181659,-157.0782961,NA,NA,NA,NA,NA
529,Field 325,DEL MONTE,STATE,MO,98,21.12515081,-157.0621865,NA,NA,NA,NA,NA
530,Field 302,CPC,STATE,MO,235,21.15681602,-157.0538514,NA,NA,NA,NA,NA
530.1,Gage 37,LIBBY,STATE,MO,241,21.16264894,-157.0507955,NA,NA,NA,NA,NA
531,Field 305,CPC,STATE,MO,267,21.14792762,-157.0488516,NA,NA,NA,NA,NA
531.1,Kualapuu Res,DOWALD,STATE,MO,244,21.15042745,-157.0480181,NA,NA,NA,NA,NA
532,Field 312,CPC,STATE,MO,145,21.13292826,-157.0549636,NA,NA,NA,NA,NA
533,Field 309,DEL MONTE,STATE,MO,168,21.1301505,-157.0421855,NA,NA,NA,NA,NA
533.1,F308,CPC,HC&S,MO,169,21.13709456,-157.0257959,NA,NA,NA,NA,NA
534,KUALAPUU 534,CPC,COOP,MO,265,21.15209396,-157.0355178,USC00514778,NA,NA,NA,NA
534.1,Field 310,DEL MONTE,STATE,MO,183,21.14848301,-157.0207955,NA,NA,NA,NA,NA
535,Field 304,CPC,STATE,MO,220,21.14181666,-157.0321848,NA,NA,NA,NA,NA
536,KAUNAKAKAI 536,MOLOKAI RANCH,COOP,MO,3,21.08876308,-157.0216311,USC00513541,NA,NA,NA,NA
536.1,Kanoa,MOLOKAI RANCH,STATE,MO,12,21.068487,-156.958854,NA,NA,NA,NA,NA
536.2,Manawainui,MOLOKAI RANCH,STATE,MO,6,21.11126225,-157.0816319,NA,NA,NA,NA,NA
536.3,Oliwai,MOLOKAI RANCH,STATE,MO,23,21.10848466,-157.0688543,NA,NA,NA,NA,NA
536.5,Kaunakakai Mauka,MOLOKAI GEN HOSP,HydroNet-UaNet,MO,28.3464,21.0946007,-157.0174,NA,KACH1,50A0F2E2,NA,NA
536.6,KAUNAKAKAI 3.5 ESE,KAUNAKAKAI 3.5 ESE,CoCoRaHS,MO,13,21.068,-156.963,US1HIMI0002,NA,NA,NA,NA
537,Poholua,MOLOKAI RANCH,STATE,MO,655,21.14126109,-156.9702405,NA,NA,NA,NA,NA
537.1,Kakalehale,MOLOKAI RANCH,STATE,MO,375,21.13292807,-156.9963512,NA,NA,NA,NA,NA
537.2,Makakupaia,MOLOKAI RANCH,STATE,MO,732,21.1068165,-156.9438523,NA,NA,NA,NA,NA
537.4,New Reservoir,MOLOKAI RANCH,STATE,MO,838,21.13848307,-156.956352,NA,NA,NA,NA,NA
538,MOLOKAI 1,RAWS,RAWS,MO,833.0184,21.115,-156.9475,USR0000HMLK,MLKH1,487016AC,NA,NA
539,WAIKOLU VALLEY,RAWS,RAWS,MO,152.4,21.14194444,-156.9222222,USR0000HWAI,HWAI,NA,NA,NA
540,WAIKOLU 540,MOLOKAI RANCH,COOP,MO,1082,21.12681472,-156.9205198,USC00519404,NA,NA,NA,NA
540.1,WaikoluRaingageatalt900ft,USGS,USGS,MO,274.32,21.14210278,-156.9188861,NA,NA,NA,NA,NA
541,Kawela,MOLOKAI RANCH,STATE,MO,1113,21.10848192,-156.9021865,NA,NA,NA,NA,NA
541.1,Pepeopae,USGS,STATE,MO,1280,21.11681493,-156.90052,NA,NA,NA,NA,NA
541.2,Puu ALII WEST,Puu ALII WEST,RAWS,MO,1159.764,21.14083333,-156.9022222,NA,PAFH1,32D6062E,NA,NA
542,Mapulehu,HSPA,STATE,MO,6,21.06680879,-156.8038547,NA,NA,NA,NA,NA
542.1,PUU O HOKU RANCH 542.1,PUUOHOKU RANCH,COOP,MO,205,21.1447,-156.7329,USC00518549,NA,NA,NA,NA
542.11,Kamalo,NWS,HydroNet-UaNet,MO,8.8392,21.052,-156.871,USC00513045,KMLH1,NA,NA,NA
542.2,Halawa,DK KALAAU,STATE,MO,61,21.16346229,-156.7471828,NA,NA,NA,NA,NA
542.3,Mapulehu Mauka,CC CONRADT,STATE,MO,198,21.06847805,-156.8238555,NA,NA,NA,NA,NA
542.4,Kamalo,FH FOSTER,STATE,MO,18,21.05681809,-156.8638521,NA,NA,NA,NA,NA
542.5,Puu Kahea,PUUOHOKU RANCH,STATE,MO,713,21.13347429,-156.7788563,NA,NA,NA,NA,NA
542.6,Kamalo Mauka,WT CARSTEN,STATE,OA,18,21.05570736,-156.8721855,NA,NA,NA,NA,NA
542.9,HALAWA VALLEY 542.9,USWB,COOP,MO,8,21.15679405,-156.737461,USC00510961,NA,NA,NA,NA
543,Pelekunu Ridge,USGS,USGS,MO,213,21.1320925,-156.8766322,NA,NA,NA,NA,NA
543.1,Puuhoikaweea,RAWS,RAWS,MO,256.032,21.13055556,-156.875,NA,NA,NA,NA,NA
544,Puu Lua Wailau,USGS,STATE,MO,884,21.10625523,-156.8163559,NA,NA,NA,NA,NA
545,Mapulehu Mauka,HSPA,STATE,MO,34,21.07264145,-156.8030215,NA,NA,NA,NA,NA
545.1,Pukoo Kai,DAVIS MARIAM,STATE,MO,0,21.07180733,-156.7960768,NA,NA,NA,NA,NA
546,PUU ALII,RAWS,RAWS,MO,1,21.13,-156.9169444,NA,HPUU,NA,NA,NA
550,Kepuhi,MOLOKAI RANCH,STATE,MO,12,21.18792856,-157.2463487,NA,NA,NA,NA,NA
550.1,Kalae Oka Ilio,MOLOKAI RANCH,STATE,MO,162,21.2082034,-157.2169043,NA,NA,NA,NA,NA
550.2,KEPUHI SHERATON 550.2,SHERATON HOTEL,COOP,MO,33,21.19265034,-157.2430152,USC00514400,NA,NA,NA,NA
550.3,MAUNALOA 3.2 NNW,MAUNALOA 3.2 NNW,CoCoRaHS,MO,93,21.1804,-157.2319,US1HIMI0006,NA,NA,NA,NA
551,KEONELELE PENS 551,MOLOKAI RANCH,COOP,MO,171,21.19348306,-157.2038494,USC00514394,NA,NA,NA,NA
551.1,Apalu,MOLOKAI RANCH,STATE,MO,152,21.17376248,-157.2149609,NA,NA,NA,NA,NA
551.2,Keonelele Trees,MOLOKAI RANCH,STATE,MO,207,21.17459513,-157.1805168,NA,NA,NA,NA,NA
551.3,Moomomi Mauka,MOLOKAI RANCH,STATE,MO,113,21.17015037,-157.1521841,NA,NA,NA,NA,NA
551.4,Moomomi Makai,MOLOKAI RANCH,STATE,MO,6,21.19320421,-157.1607947,NA,NA,NA,NA,NA
551.5,KakaakoRainGagenearMaunaLoa,USGS,USGS,MO,115.824,21.17447222,-157.2056667,NA,NA,NA,NA,NA
552,Gage 29,LIBBY,STATE,MO,213,21.17403978,-157.1871834,NA,NA,NA,NA,NA
553,MAKAPULAPAI,RAWS,RAWS,MO,22.86,21.20333333,-156.9661111,USR0000HMAK,MKPH1,FA9024CE,NA,NA
554,Moomomi,CPC,STATE,MO,91,21.17514985,-157.1319066,NA,NA,NA,NA,NA
554.1,Fld 18,PACIFIC PINEAPPLE,STATE,MO,107,21.17959383,-157.1255178,NA,NA,NA,NA,NA
555,Gage 36,LIBBY,STATE,MO,125,21.1673723,-157.1119069,NA,NA,NA,NA,NA
555.1,Fld 126 E,PACIFIC PINEAPPLE,STATE,MO,116,21.1695946,-157.118018,NA,NA,NA,NA,NA
556,Hoolehua,CPC,STATE,MO,128,21.16681656,-157.1055179,NA,NA,NA,NA,NA
556.2,Gage 43,LIBBY,STATE,MO,122,21.18042683,-157.1138512,NA,NA,NA,NA,NA
556.3,Fld 126,PACIFIC PINEAPPLE,STATE,MO,148,21.17653825,-157.1107956,NA,NA,NA,NA,NA
556.4,Fld 99,PACIFIC PINEAPPLE,STATE,MO,168,21.18153722,-157.0913511,NA,NA,NA,NA,NA
556.5,Fld 102,PACIFIC PINEAPPLE,STATE,MO,155,21.1823706,-157.09524,NA,NA,NA,NA,NA
557,Gage 23,LIBBY,STATE,MO,183,21.17098244,-157.08274,NA,NA,NA,NA,NA
557.1,Block 7,CPC,STATE,MO,168,21.17237153,-157.0935733,NA,NA,NA,NA,NA
557.2,Fld 74,PACIFIC PINEAPPLE,STATE,MO,177,21.16959347,-157.0771845,NA,NA,NA,NA,NA
558,Gage 34,LIBBY,STATE,MO,221,21.18014775,-157.0671842,NA,NA,NA,NA,NA
558.1,Block 3,CPC,STATE,MO,162,21.18014821,-157.0832954,NA,NA,NA,NA,NA
558.3,Block 10,CPC,STATE,MO,183,21.17403712,-157.0566286,NA,NA,NA,NA,NA
559,Maalehua,MOLOKAI RANCH,STATE,MO,381,21.16098227,-157.0213508,NA,NA,NA,NA,NA
559.1,Mimo,MOLOKAI RANCH,STATE,MO,375,21.17487018,-157.0241283,NA,NA,NA,NA,NA
559.2,Field 452,CPC,STATE,MO,442,21.17181513,-157.0055174,NA,NA,NA,NA,NA
559.3,Field 454,CPC,STATE,MO,524,21.16348234,-156.9963509,NA,NA,NA,NA,NA
559.4,Meyer Lake,USGS,USGS,MO,616,21.16348251,-156.9805182,NA,NA,NA,NA,NA
559.5,Kalae Lake,MOLOKAI RANCH,STATE,MO,644,21.164872,-156.976352,NA,NA,NA,NA,NA
559.6,Kepali,MOLOKAI RANCH,STATE,MO,625,21.16264921,-156.9805182,NA,NA,NA,NA,NA
560,Field 301,CPC,STATE,MO,305,21.16681527,-157.0355174,NA,NA,NA,NA,NA
561,Field 501,CPC,STATE,MO,381,21.1815361,-157.0232949,NA,NA,NA,NA,NA
562,Kipu,DEL MONTE,STATE,MO,375,21.16348213,-157.0205174,NA,NA,NA,NA,NA
562.1,Field 455,CPC,STATE,MO,366,21.17459243,-157.0221839,NA,NA,NA,NA,NA
563,KALAUPAPA 563,CIVIL AIR PATROL,COOP,MO,9,21.19014673,-156.9824624,USC00512896,NA,NA,NA,NA
563.1,Kalawao,MARTIN FATHER,STATE,MO,21,21.17709315,-156.9471873,NA,NA,NA,NA,NA
599.1,Veg4,Jon Price,STATE,MO,904,21.144997,-156.946129,NA,NA,NA,NA,NA
599.12,Veg27,Jon Price,STATE,MO,601,21.137626,-156.775197,NA,NA,NA,NA,NA
599.13,Veg30,Jon Price,STATE,MO,798,21.095917,-156.920261,NA,NA,NA,NA,NA
599.14,Veg31,Jon Price,STATE,MO,590,21.077689,-156.866272,NA,NA,NA,NA,NA
599.15,Simveg_low,Simulated,STATE,MO,728,21.084001,-156.894746,NA,NA,NA,NA,NA
599.16,Simveg_mid,Simulated,STATE,MO,1024,21.094004,-156.875506,NA,NA,NA,NA,NA
